targetId,strataId,cohortId,cohortType,name
113,2,113000021,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL with Age 60 - 69
114,2,114000021,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL with Age 60 - 69
115,2,115000021,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL with Age 60 - 69
116,2,116000021,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL with Age 60 - 69
117,2,117000021,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL with Age 60 - 69
118,2,118000021,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL with Age 60 - 69
101,3,101000031,TwS,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL with Age 70 - 79
102,3,102000031,TwS,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL with Age 70 - 79
103,3,103000031,TwS,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL with Age 70 - 79
104,3,104000031,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL with Age 70 - 79
105,3,105000031,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL with Age 70 - 79
106,3,106000031,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL with Age 70 - 79
107,3,107000031,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL with Age 70 - 79
108,3,108000031,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL with Age 70 - 79
109,3,109000031,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL with Age 70 - 79
110,3,110000031,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL with Age 70 - 79
111,3,111000031,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL with Age 70 - 79
112,3,112000031,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL with Age 70 - 79
113,3,113000031,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL with Age 70 - 79
114,3,114000031,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL with Age 70 - 79
115,3,115000031,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL with Age 70 - 79
116,3,116000031,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL with Age 70 - 79
117,3,117000031,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL with Age 70 - 79
118,3,118000031,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL with Age 70 - 79
101,4,101000041,TwS,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL with Age >= 80
102,4,102000041,TwS,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL with Age >= 80
103,4,103000041,TwS,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL with Age >= 80
104,4,104000041,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL with Age >= 80
105,4,105000041,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL with Age >= 80
106,4,106000041,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL with Age >= 80
107,4,107000041,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL with Age >= 80
108,4,108000041,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL with Age >= 80
109,4,109000041,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL with Age >= 80
110,4,110000041,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL with Age >= 80
111,4,111000041,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL with Age >= 80
112,4,112000041,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL with Age >= 80
113,4,113000041,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL with Age >= 80
114,4,114000041,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL with Age >= 80
115,4,115000041,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL with Age >= 80
116,4,116000041,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL with Age >= 80
117,4,117000041,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL with Age >= 80
118,4,118000041,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL with Age >= 80
101,5,101000051,TwS,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL with Index year = 2016
102,5,102000051,TwS,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL with Index year = 2016
103,5,103000051,TwS,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL with Index year = 2016
104,5,104000051,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL with Index year = 2016
105,5,105000051,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL with Index year = 2016
106,5,106000051,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL with Index year = 2016
107,5,107000051,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL with Index year = 2016
108,5,108000051,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL with Index year = 2016
109,5,109000051,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL with Index year = 2016
110,5,110000051,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL with Index year = 2016
111,5,111000051,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL with Index year = 2016
112,5,112000051,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL with Index year = 2016
113,5,113000051,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL with Index year = 2016
114,5,114000051,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL with Index year = 2016
115,5,115000051,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL with Index year = 2016
116,5,116000051,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL with Index year = 2016
117,5,117000051,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL with Index year = 2016
118,5,118000051,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL with Index year = 2016
101,6,101000061,TwS,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL with Index year = 2017
102,6,102000061,TwS,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL with Index year = 2017
103,6,103000061,TwS,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL with Index year = 2017
104,6,104000061,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL with Index year = 2017
105,6,105000061,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL with Index year = 2017
106,6,106000061,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL with Index year = 2017
107,6,107000061,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL with Index year = 2017
108,6,108000061,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL with Index year = 2017
109,6,109000061,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL with Index year = 2017
110,6,110000061,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL with Index year = 2017
111,6,111000061,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL with Index year = 2017
112,6,112000061,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL with Index year = 2017
113,6,113000061,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL with Index year = 2017
114,6,114000061,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL with Index year = 2017
115,6,115000061,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL with Index year = 2017
116,6,116000061,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL with Index year = 2017
117,6,117000061,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL with Index year = 2017
118,6,118000061,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL with Index year = 2017
101,7,101000071,TwS,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL with Index year = 2018
102,7,102000071,TwS,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL with Index year = 2018
103,7,103000071,TwS,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL with Index year = 2018
104,7,104000071,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL with Index year = 2018
105,7,105000071,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL with Index year = 2018
106,7,106000071,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL with Index year = 2018
107,7,107000071,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL with Index year = 2018
108,7,108000071,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL with Index year = 2018
109,7,109000071,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL with Index year = 2018
110,7,110000071,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL with Index year = 2018
111,7,111000071,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL with Index year = 2018
112,7,112000071,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL with Index year = 2018
113,7,113000071,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL with Index year = 2018
114,7,114000071,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL with Index year = 2018
115,7,115000071,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL with Index year = 2018
116,7,116000071,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL with Index year = 2018
117,7,117000071,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL with Index year = 2018
118,7,118000071,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL with Index year = 2018
101,8,101000081,TwS,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL with Index year = 2019
102,8,102000081,TwS,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL with Index year = 2019
103,8,103000081,TwS,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL with Index year = 2019
104,8,104000081,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL with Index year = 2019
105,8,105000081,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL with Index year = 2019
106,8,106000081,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL with Index year = 2019
107,8,107000081,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL with Index year = 2019
108,8,108000081,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL with Index year = 2019
109,8,109000081,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL with Index year = 2019
110,8,110000081,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL with Index year = 2019
111,8,111000081,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL with Index year = 2019
112,8,112000081,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL with Index year = 2019
113,8,113000081,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL with Index year = 2019
114,8,114000081,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL with Index year = 2019
115,8,115000081,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL with Index year = 2019
116,8,116000081,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL with Index year = 2019
117,8,117000081,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL with Index year = 2019
118,8,118000081,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL with Index year = 2019
101,9,101000091,TwS,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL with Index year = 2020
102,9,102000091,TwS,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL with Index year = 2020
103,9,103000091,TwS,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL with Index year = 2020
104,9,104000091,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL with Index year = 2020
105,9,105000091,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL with Index year = 2020
106,9,106000091,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL with Index year = 2020
107,9,107000091,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL with Index year = 2020
108,9,108000091,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL with Index year = 2020
109,9,109000091,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL with Index year = 2020
110,9,110000091,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL with Index year = 2020
111,9,111000091,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL with Index year = 2020
112,9,112000091,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL with Index year = 2020
113,9,113000091,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL with Index year = 2020
114,9,114000091,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL with Index year = 2020
115,9,115000091,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL with Index year = 2020
116,9,116000091,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL with Index year = 2020
117,9,117000091,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL with Index year = 2020
118,9,118000091,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL with Index year = 2020
101,283,101002831,TwS,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL with Performance Status ECOG=0
102,283,102002831,TwS,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL with Performance Status ECOG=0
103,283,103002831,TwS,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL with Performance Status ECOG=0
104,283,104002831,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL with Performance Status ECOG=0
105,283,105002831,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL with Performance Status ECOG=0
106,283,106002831,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL with Performance Status ECOG=0
107,283,107002831,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL with Performance Status ECOG=0
108,283,108002831,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL with Performance Status ECOG=0
109,283,109002831,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL with Performance Status ECOG=0
110,283,110002831,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL with Performance Status ECOG=0
111,283,111002831,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL with Performance Status ECOG=0
112,283,112002831,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL with Performance Status ECOG=0
113,283,113002831,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL with Performance Status ECOG=0
114,283,114002831,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL with Performance Status ECOG=0
115,283,115002831,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL with Performance Status ECOG=0
116,283,116002831,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL with Performance Status ECOG=0
117,283,117002831,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL with Performance Status ECOG=0
118,283,118002831,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL with Performance Status ECOG=0
101,284,101002841,TwS,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL with Hypertension
102,284,102002841,TwS,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL with Hypertension
103,284,103002841,TwS,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL with Hypertension
104,284,104002841,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL with Hypertension
105,284,105002841,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL with Hypertension
106,284,106002841,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL with Hypertension
107,284,107002841,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL with Hypertension
108,284,108002841,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL with Hypertension
109,284,109002841,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL with Hypertension
110,284,110002841,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL with Hypertension
111,284,111002841,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL with Hypertension
112,284,112002841,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL with Hypertension
113,284,113002841,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL with Hypertension
114,284,114002841,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL with Hypertension
115,284,115002841,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL with Hypertension
116,284,116002841,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL with Hypertension
117,284,117002841,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL with Hypertension
118,284,118002841,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL with Hypertension
101,286,101002861,TwS,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL with Cardiovascular Disease Event
102,286,102002861,TwS,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL with Cardiovascular Disease Event
103,286,103002861,TwS,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL with Cardiovascular Disease Event
104,286,104002861,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL with Cardiovascular Disease Event
105,286,105002861,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL with Cardiovascular Disease Event
106,286,106002861,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL with Cardiovascular Disease Event
107,286,107002861,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL with Cardiovascular Disease Event
108,286,108002861,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL with Cardiovascular Disease Event
109,286,109002861,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL with Cardiovascular Disease Event
110,286,110002861,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL with Cardiovascular Disease Event
111,286,111002861,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL with Cardiovascular Disease Event
112,286,112002861,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL with Cardiovascular Disease Event
113,286,113002861,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL with Cardiovascular Disease Event
114,286,114002861,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL with Cardiovascular Disease Event
115,286,115002861,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL with Cardiovascular Disease Event
116,286,116002861,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL with Cardiovascular Disease Event
117,286,117002861,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL with Cardiovascular Disease Event
118,286,118002861,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL with Cardiovascular Disease Event
101,287,101002871,TwS,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL with Diabetes 2
102,287,102002871,TwS,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL with Diabetes 2
103,287,103002871,TwS,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL with Diabetes 2
104,287,104002871,TwS,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL with Diabetes 2
105,287,105002871,TwS,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL with Diabetes 2
106,287,106002871,TwS,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL with Diabetes 2
