cohortId,targetId,targetName,strataId,strataName,cohortType
106002882,106,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL,288,without Venous thromboembolic (pulmonary embolism and deep vein thrombosis),TwoS
107002882,107,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL,288,without Venous thromboembolic (pulmonary embolism and deep vein thrombosis),TwoS
108002882,108,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL,288,without Venous thromboembolic (pulmonary embolism and deep vein thrombosis),TwoS
109002882,109,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL,288,without Venous thromboembolic (pulmonary embolism and deep vein thrombosis),TwoS
110002882,110,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL,288,without Venous thromboembolic (pulmonary embolism and deep vein thrombosis),TwoS
111002882,111,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL,288,without Venous thromboembolic (pulmonary embolism and deep vein thrombosis),TwoS
112002882,112,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL,288,without Venous thromboembolic (pulmonary embolism and deep vein thrombosis),TwoS
113002882,113,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL,288,without Venous thromboembolic (pulmonary embolism and deep vein thrombosis),TwoS
114002882,114,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL,288,without Venous thromboembolic (pulmonary embolism and deep vein thrombosis),TwoS
115002882,115,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL,288,without Venous thromboembolic (pulmonary embolism and deep vein thrombosis),TwoS
116002882,116,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL,288,without Venous thromboembolic (pulmonary embolism and deep vein thrombosis),TwoS
117002882,117,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL,288,without Venous thromboembolic (pulmonary embolism and deep vein thrombosis),TwoS
118002882,118,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL,288,without Venous thromboembolic (pulmonary embolism and deep vein thrombosis),TwoS
101002892,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL,289,without Anxiety,TwoS
102002892,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL,289,without Anxiety,TwoS
103002892,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL,289,without Anxiety,TwoS
104002892,104,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL,289,without Anxiety,TwoS
105002892,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL,289,without Anxiety,TwoS
106002892,106,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL,289,without Anxiety,TwoS
107002892,107,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL,289,without Anxiety,TwoS
108002892,108,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL,289,without Anxiety,TwoS
109002892,109,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL,289,without Anxiety,TwoS
110002892,110,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL,289,without Anxiety,TwoS
111002892,111,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL,289,without Anxiety,TwoS
112002892,112,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL,289,without Anxiety,TwoS
113002892,113,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL,289,without Anxiety,TwoS
114002892,114,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL,289,without Anxiety,TwoS
115002892,115,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL,289,without Anxiety,TwoS
116002892,116,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL,289,without Anxiety,TwoS
117002892,117,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL,289,without Anxiety,TwoS
118002892,118,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL,289,without Anxiety,TwoS
101003102,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL,310,without Fatique or malaise,TwoS
102003102,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL,310,without Fatique or malaise,TwoS
103003102,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL,310,without Fatique or malaise,TwoS
104003102,104,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL,310,without Fatique or malaise,TwoS
105003102,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL,310,without Fatique or malaise,TwoS
106003102,106,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL,310,without Fatique or malaise,TwoS
107003102,107,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL,310,without Fatique or malaise,TwoS
108003102,108,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL,310,without Fatique or malaise,TwoS
109003102,109,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL,310,without Fatique or malaise,TwoS
110003102,110,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL,310,without Fatique or malaise,TwoS
111003102,111,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL,310,without Fatique or malaise,TwoS
112003102,112,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL,310,without Fatique or malaise,TwoS
113003102,113,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL,310,without Fatique or malaise,TwoS
114003102,114,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL,310,without Fatique or malaise,TwoS
115003102,115,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL,310,without Fatique or malaise,TwoS
116003102,116,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL,310,without Fatique or malaise,TwoS
117003102,117,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL,310,without Fatique or malaise,TwoS
118003102,118,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL,310,without Fatique or malaise,TwoS
101004032,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL,403,without Osteopenia and Osteoporosis,TwoS
102004032,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL,403,without Osteopenia and Osteoporosis,TwoS
103004032,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL,403,without Osteopenia and Osteoporosis,TwoS
104004032,104,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL,403,without Osteopenia and Osteoporosis,TwoS
105004032,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL,403,without Osteopenia and Osteoporosis,TwoS
106004032,106,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL,403,without Osteopenia and Osteoporosis,TwoS
107004032,107,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL,403,without Osteopenia and Osteoporosis,TwoS
108004032,108,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL,403,without Osteopenia and Osteoporosis,TwoS
109004032,109,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL,403,without Osteopenia and Osteoporosis,TwoS
110004032,110,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL,403,without Osteopenia and Osteoporosis,TwoS
111004032,111,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL,403,without Osteopenia and Osteoporosis,TwoS
112004032,112,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL,403,without Osteopenia and Osteoporosis,TwoS
113004032,113,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL,403,without Osteopenia and Osteoporosis,TwoS
114004032,114,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL,403,without Osteopenia and Osteoporosis,TwoS
115004032,115,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL,403,without Osteopenia and Osteoporosis,TwoS
116004032,116,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL,403,without Osteopenia and Osteoporosis,TwoS
117004032,117,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL,403,without Osteopenia and Osteoporosis,TwoS
118004032,118,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL,403,without Osteopenia and Osteoporosis,TwoS
101004072,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL,407,without Anemia,TwoS
102004072,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL,407,without Anemia,TwoS
103004072,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL,407,without Anemia,TwoS
104004072,104,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL,407,without Anemia,TwoS
105004072,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL,407,without Anemia,TwoS
106004072,106,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL,407,without Anemia,TwoS
107004072,107,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL,407,without Anemia,TwoS
108004072,108,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL,407,without Anemia,TwoS
109004072,109,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL,407,without Anemia,TwoS
110004072,110,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL,407,without Anemia,TwoS
111004072,111,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL,407,without Anemia,TwoS
112004072,112,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL,407,without Anemia,TwoS
113004072,113,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL,407,without Anemia,TwoS
114004072,114,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL,407,without Anemia,TwoS
115004072,115,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL,407,without Anemia,TwoS
116004072,116,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL,407,without Anemia,TwoS
117004072,117,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL,407,without Anemia,TwoS
118004072,118,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL,407,without Anemia,TwoS
101004222,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL,422,without Performance Status ECOG=1,TwoS
102004222,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL,422,without Performance Status ECOG=1,TwoS
103004222,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL,422,without Performance Status ECOG=1,TwoS
104004222,104,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL,422,without Performance Status ECOG=1,TwoS
105004222,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL,422,without Performance Status ECOG=1,TwoS
106004222,106,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL,422,without Performance Status ECOG=1,TwoS
107004222,107,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL,422,without Performance Status ECOG=1,TwoS
108004222,108,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL,422,without Performance Status ECOG=1,TwoS
109004222,109,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL,422,without Performance Status ECOG=1,TwoS
110004222,110,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL,422,without Performance Status ECOG=1,TwoS
111004222,111,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT only treated (synchronous) FINAL,422,without Performance Status ECOG=1,TwoS
112004222,112,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA treated (synchronous) FINAL,422,without Performance Status ECOG=1,TwoS
113004222,113,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+Chemo treated (synchronous) FINAL,422,without Performance Status ECOG=1,TwoS
114004222,114,[PIONEER 2.0] Target Cohort 2.1_mHSPC ADT+ARTA+Chemo treated (synchronous) FINAL,422,without Performance Status ECOG=1,TwoS
115004222,115,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT only treated FINAL,422,without Performance Status ECOG=1,TwoS
116004222,116,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+Chemo treated FINAL,422,without Performance Status ECOG=1,TwoS
117004222,117,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA treated FINAL,422,without Performance Status ECOG=1,TwoS
118004222,118,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC ADT+ARTA+Chemo treated FINAL,422,without Performance Status ECOG=1,TwoS
101007972,101,[PIONEER 2.0] Target Cohort 1.0_ mHSPC FINAL,797,without Hepatotoxicity/Liver failure,TwoS
102007972,102,[PIONEER 2.0] Target Cohort 1.1_mHSPC (synchronous) FINAL,797,without Hepatotoxicity/Liver failure,TwoS
103007972,103,[PIONEER 2.0] Target Cohort 1.2_metachronous mHSPC FINAL,797,without Hepatotoxicity/Liver failure,TwoS
104007972,104,[PIONEER 2.0] Target Cohort 2.0_mHSPC treated FINAL,797,without Hepatotoxicity/Liver failure,TwoS
105007972,105,[PIONEER 2.0] Target Cohort 2.1_mHSPC treated (synchronous) FINAL,797,without Hepatotoxicity/Liver failure,TwoS
106007972,106,[PIONEER 2.0] Target Cohort 2.2_metachronous mHSPC treated FINAL,797,without Hepatotoxicity/Liver failure,TwoS
107007972,107,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT only treated FINAL,797,without Hepatotoxicity/Liver failure,TwoS
108007972,108,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA treated FINAL,797,without Hepatotoxicity/Liver failure,TwoS
109007972,109,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+Chemo treated FINAL,797,without Hepatotoxicity/Liver failure,TwoS
110007972,110,[PIONEER 2.0] Target Cohort 2.0_mHSPC ADT+ARTA+Chemo treated FINAL,797,without Hepatotoxicity/Liver failure,TwoS
